"시도별","요양기관종별","입원·외래별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"부산광역시","요양병원","치과입원","청구건수[건]","건","","","","","","","-","21","-","70","147","83","233","501","503","286",
"부산광역시","요양병원","치과입원","내원일수[일]","일","","","","","","","-","","-","-","-","-","1915","-","3","212",
"부산광역시","요양병원","치과입원","요양급여비용[천원]","천원","","","","","","","-","185","-","783","2201","1048","29999","72059","75930","33024",
"부산광역시","요양병원","치과입원","급여비[천원]","천원","","","","","","","-","149","-","628","1766","839","21814","52605","55737","23951",
"부산광역시","요양병원","치과외래","청구건수[건]","건","","","","","","","-","924","429","313","633","649","791","1004","759","303",
"부산광역시","요양병원","치과외래","내원일수[일]","일","","","","","","","-","921","427","313","630","648","788","1002","753","295",
"부산광역시","요양병원","치과외래","요양급여비용[천원]","천원","","","","","","","-","31701","18988","21600","48596","31584","50138","76971","53627","18336",
"부산광역시","요양병원","치과외래","급여비[천원]","천원","","","","","","","-","18727","11338","11853","25637","17118","33232","51044","34855","12045",
"부산광역시","정신병원","계","청구건수[건]","건","","","","","","","","","","","","","","","","-",
"부산광역시","정신병원","계","내원일수[일]","일","","","","","","","","","","","","","","","","-",
"부산광역시","정신병원","계","요양급여비용[천원]","천원","","","","","","","","","","","","","","","","-",
"부산광역시","정신병원","계","급여비[천원]","천원","","","","","","","","","","","","","","","","-",
"부산광역시","정신병원","치과입원","청구건수[건]","건","","","","","","","","","","","","","","","","-",
"부산광역시","정신병원","치과입원","내원일수[일]","일","","","","","","","","","","","","","","","","-",
"부산광역시","정신병원","치과입원","요양급여비용[천원]","천원","","","","","","","","","","","","","","","","-",
"부산광역시","정신병원","치과입원","급여비[천원]","천원","","","","","","","","","","","","","","","","-",
"부산광역시","정신병원","치과외래","청구건수[건]","건","","","","","","","","","","","","","","","","-",
"부산광역시","정신병원","치과외래","내원일수[일]","일","","","","","","","","","","","","","","","","-",
"부산광역시","정신병원","치과외래","요양급여비용[천원]","천원","","","","","","","","","","","","","","","","-",
"부산광역시","정신병원","치과외래","급여비[천원]","천원","","","","","","","","","","","","","","","","-",
"부산광역시","치과병원","계","청구건수[건]","건","51011","53921","58139","61550","71684","78334","121334","145388","193055","252655","278260","300276","347950","396906","404637","446809",
"부산광역시","치과병원","계","내원일수[일]","일","95200","100031","103102","105845","120502","126124","123409","145336","192886","252084","277066","298181","345023","393276","400981","443095",
"부산광역시","치과병원","계","요양급여비용[천원]","천원","2316818","2448888","2582336","2734342","3251965","3450288","3528846","4782020","7303656","10732409","13716540","17334589","20719163","24791353","25033886","27810191",
"부산광역시","치과병원","계","급여비[천원]","천원","1390268","1475354","1571449","1661503","1974065","2087799","2132298","2868617","4345053","6311714","7916384","9848906","12776890","15840013","15951614","17680735",
"부산광역시","치과병원","치과입원","청구건수[건]","건","-","-","-","-","-","-","-","","-","2","-","-","-","1","-","-",
"부산광역시","치과병원","치과입원","내원일수[일]","일","-","-","-","-","-","-","-","","-","23","-","-","-","1","-","-",
"부산광역시","치과병원","치과입원","요양급여비용[천원]","천원","-","-","-","-","-","-","-","","-","483","-","-","-","61","-","-",
"부산광역시","치과병원","치과입원","급여비[천원]","천원","-","-","-","-","-","-","-","","-","386","-","-","-","49","-","-",
"부산광역시","치과병원","치과외래","청구건수[건]","건","51011","53921","58139","61550","71684","78334","121334","145388","193055","252653","278260","300276","347950","396905","404637","446809",
"부산광역시","치과병원","치과외래","내원일수[일]","일","95200","100031","103102","105845","120502","126124","123409","145336","192886","252061","277066","298181","345023","393275","400981","443095",
"부산광역시","치과병원","치과외래","요양급여비용[천원]","천원","2316818","2448888","2582336","2734342","3251965","3450288","3528846","4782020","7303656","10731926","13716540","17334589","20719163","24791292","25033886","27810191",
"부산광역시","치과병원","치과외래","급여비[천원]","천원","1390268","1475354","1571449","1661503","1974065","2087799","2132298","2868617","4345053","6311328","7916384","9848906","12776890","15839964","15951614","17680735",
"부산광역시","치과의원","계","청구건수[건]","건","2609526","3173487","3904404","3993425","3929240","3851562","3773518","3891431","4144666","4424618","4545810","4717681","4789893","5027302","4844397","5040416",
"부산광역시","치과의원","계","내원일수[일]","일","4020365","3960856","3904386","3993551","3929126","3851552","3773277","3889846","4140699","4414643","4524717","4688969","4756256","4986613","4800562","4993969",
"부산광역시","치과의원","계","요양급여비용[천원]","천원","80774906","81360075","82415162","88169685","92973589","97234261","102351128","122276382","149729954","183513939","227068794","259536369","278064858","316732463","312985681","336185845",
"부산광역시","치과의원","계","급여비[천원]","천원","56858226","57433179","58498430","62612043","66054292","69014454","72215058","84896090","102865291","122629072","146070387","165615968","192382665","224951336","222240616","238826038",
"부산광역시","치과의원","치과입원","청구건수[건]","건","-","-","-","-","-","-","-","","-","-","1","1","1","4","1","1",
"부산광역시","치과의원","치과입원","내원일수[일]","일","-","-","-","-","-","-","-","","-","-","-","-","-","4","-","-",
"부산광역시","치과의원","치과입원","요양급여비용[천원]","천원","-","-","-","-","-","-","-","","-","-","8","4","36","2172","306","39",
"부산광역시","치과의원","치과입원","급여비[천원]","천원","-","-","-","-","-","-","-","","-","-","6","3","29","1738","215","31",
"부산광역시","치과의원","치과외래","청구건수[건]","건","2609526","3173487","3904404","3993425","3929240","3851562","3773518","3891431","4144666","4424618","4545809","4717680","4789892","5027298","4844396","5040415",
"부산광역시","치과의원","치과외래","내원일수[일]","일","4020365","3960856","3904386","3993551","3929126","3851552","3773277","3889846","4140699","4414643","4524717","4688969","4756256","4986609","4800562","4993969",
"부산광역시","치과의원","치과외래","요양급여비용[천원]","천원","80774906","81360075","82415162","88169685","92973589","97234261","102351128","122276382","149729954","183513939","227068787","259536365","278064822","316730291","312985374","336185807",
"부산광역시","치과의원","치과외래","급여비[천원]","천원","56858226","57433179","58498430","62612043","66054292","69014454","72215058","84896090","102865291","122629072","146070381","165615965","192382636","224949599","222240402","238826007",
"부산광역시","보건기관","계","청구건수[건]","건","8422","9235","9799","9904","7663","7590","7217","","-","-","-","-","-","-","-","-",
"부산광역시","보건기관","계","내원일수[일]","일","8422","9235","9799","9904","7664","7590","7217","","-","-","-","-","-","-","-","-",
"부산광역시","보건기관","계","요양급여비용[천원]","천원","32446","36397","38671","40001","31560","31969","31054","","-","-","-","-","-","-","-","-",
